"","SERIALNO","PUMA","PWGTP","AGEP","SEX","WAGP"
2076,2011001412312,2100,2,54,1,54000
2077,2011001413620,2100,2,20,1,6000
2078,2011001417185,2100,21,19,2,1000
2079,2011001417943,2100,32,23,2,3000
2080,2011001418209,2100,4,56,1,24000
2081,2011001418209,2100,5,52,2,10000
2082,2011001419029,2100,22,42,2,41000
2083,2011001419071,2100,12,31,1,97000
2084,2011001419071,2100,13,35,2,23300
2085,2011001419985,2100,26,49,2,10000
2086,2011001424626,2100,24,53,2,0
2087,2011001424626,2100,25,58,1,43000
2088,2011001424723,2100,17,76,1,0
2089,2011001424723,2100,17,75,2,0
2090,2011001425665,2100,29,39,1,43200
2091,2011001425665,2100,34,39,2,23000
2092,2011001425665,2100,33,12,1,0
2093,2011001425665,2100,32,9,1,0
2094,2011001425665,2100,31,8,2,0
2095,2011001425665,2100,32,4,1,0
2096,2011001427110,2100,20,18,2,0
2097,2011001428333,2100,5,20,2,0
2098,2011001429184,2100,4,82,1,0
2099,2011001429184,2100,4,84,2,0
2100,2011001429397,2100,42,21,1,0
2101,2011001429397,2100,59,23,1,0
2102,2011001429397,2100,59,22,1,2500
2103,2011001429397,2100,59,21,1,500
2104,2011001429397,2100,59,20,1,3500
2105,2011001430539,2100,5,30,2,16600
2106,2011001430539,2100,9,26,2,0
2107,2011001431439,2100,17,21,1,2500
2108,2011001432841,2100,19,31,1,22000
2109,2011001432841,2100,22,29,2,21000
2110,2011001432919,2100,13,20,2,13000
2111,2011001436645,2100,14,28,2,16000
2112,2011001436964,2100,69,79,2,0
2113,2011001438668,2100,10,21,2,6000
2114,2011001438949,2100,29,61,2,50000
2115,2011001439390,2100,13,19,1,0
2116,2011001443063,2100,1,59,1,36000
2117,2011001443063,2100,2,55,2,25000
2118,2011001443063,2100,3,24,1,25000
2119,2011001443063,2100,2,22,1,0
2120,2011001444329,2100,17,29,2,14600
2121,2011001444329,2100,22,28,1,69000
2122,2011001444329,2100,34,2,2,0
2123,2011001445545,2100,6,45,1,0
2124,2011001445545,2100,7,45,2,26000
2125,2011001445545,2100,6,17,1,0
2126,2011001445545,2100,6,13,2,0
2127,2011001448248,2100,14,63,1,74000
2128,2011001448248,2100,14,59,2,18200
2129,2011001449839,2100,19,57,1,0
2130,2011001451912,2100,8,28,2,5000
2131,2011001451912,2100,12,31,1,42000
2132,2011001452419,2100,5,20,1,0
2133,2011001454630,2100,6,21,2,770
2134,2011001454630,2100,14,21,1,8000
2135,2011001456677,2100,10,59,1,84000
2136,2011001456677,2100,11,62,2,0
2137,2011001456677,2100,17,33,1,0
2138,2011001457944,2100,14,32,1,0
2139,2011001457944,2100,13,31,2,0
2140,2011001457944,2100,15,8,1,0
2141,2011001457944,2100,15,6,1,0
2142,2011001457944,2100,15,4,1,0
2143,2011001461209,2100,3,20,1,2500
2144,2011001462351,2100,17,55,1,0
2145,2011001462351,2100,16,56,2,0
2146,2011001462351,2100,24,20,1,6600
2147,2011001462351,2100,19,26,2,30000
2148,2011001462351,2100,26,53,1,20000
2149,2011001463443,2100,15,85,1,0
2150,2011001463443,2100,15,81,2,0
2151,2011001463619,2100,19,21,1,1500
2152,2011001464014,2100,8,94,1,0
2153,2011001464065,2100,5,33,2,50000
2154,2011001464065,2100,6,60,1,0
2155,2011001464065,2100,6,54,2,0
2156,2011001465121,2100,17,19,1,2500
2157,2011001465231,2100,16,28,2,10000
2158,2011001465231,2100,16,6,1,0
2159,2011001465231,2100,15,6,2,0
2160,2011001467646,2100,10,49,1,0
2161,2011001467646,2100,14,23,1,20000
2162,2011001471093,2100,10,54,2,25500
2163,2011001472781,2100,13,19,2,750
2164,2011001473774,2100,5,46,1,20000
2165,2011001473774,2100,5,44,2,52000
2166,2011001473774,2100,5,14,1,0
2167,2011001473774,2100,4,5,1,0
2168,2011001475833,2100,5,60,1,27000
2169,2011001475833,2100,6,85,2,0
2170,2011001477402,2100,2,60,1,0
2171,2011001477402,2100,3,60,2,0
2172,2011001477402,2100,3,39,1,28000
2173,2011001478168,2100,7,30,1,77000
2174,2011001479575,2100,17,20,1,0
2175,2011001480404,2100,22,58,1,70000
2176,2011001480404,2100,23,57,2,12000
2177,2011001481901,2100,30,64,1,62000
2178,2011001482991,2100,10,22,2,0
2179,2011001485708,2100,34,41,1,32000
2180,2011001485708,2100,40,36,2,0
2181,2011001485708,2100,36,9,2,0
2182,2011001485708,2100,36,7,2,0
2183,2011001485708,2100,38,5,1,0
2184,2011001485708,2100,53,3,2,0
2185,2011001486166,2100,2,19,1,8500
2186,2011001487733,2100,10,34,2,34200
2187,2011001487733,2100,12,36,1,39800
2188,2011001490146,2100,3,32,1,6500
2189,2011001490636,2100,24,26,2,25000
2190,2011001494809,2100,22,57,1,32100
2191,2011001497028,2100,15,21,2,2000
2192,2011001497223,2100,39,35,2,0
2193,2011001497223,2100,27,10,1,0
2194,2011001497223,2100,26,8,1,0
2195,2011001497223,2100,37,4,2,0
2196,2011001497645,2100,6,28,1,0
2197,2011001498658,2100,18,21,2,1800
2198,2011001499910,2100,16,20,2,1000
2199,2011001499953,2100,7,54,1,65000
2200,2011001499953,2100,8,39,2,35000
2201,2011001499953,2100,8,4,1,0
2202,2011001500406,2100,20,37,1,45000
2203,2011001500406,2100,23,35,2,51000
2204,2011001500406,2100,21,8,2,0
2205,2011001500406,2100,31,3,2,0
2206,2011001501718,2100,50,26,1,13000
